18048962.5	4.096e-06	17.91519750493874
35195500.0	5.12e-06	17.09993990925159
53052336.36363637	5.632e-06	16.60665314984585
80768250.0	1.024e-05	16.1071390191593
132356750.0	2.8672e-05	15.527336326135904
203513304.1825095	0.000134656	15.029431139444151
326237926.7605634	0.00036352	14.491144660356516
514178701.9937041	0.000487936	13.97974789590433
811039907.3587385	0.000779264	13.474747203504448
1288356434.8226624	0.001111552	12.969781596895011
2044258230.0089848	0.001709568	12.475060376728894
3236206845.1891446	0.002490368	11.991654754589442
5137064613.565834	0.003464704	11.514194016795779
8077518147.512864	0.004775936	11.054857605737526
12996066863.334875	0.006638592	10.581909400678999
20701022200.859535	0.015844864	10.128704225288217
30407833287.626152	0.014002176	9.761483963240607
44823464672.72158	0.001634816	9.397351662863786
67359375000.0	1.2288e-05	9.022140534070546
