18048962.5	4.096e-06	2.5327712335909354
35195500.0	5.12e-06	4.095253127287013
53052336.36363637	5.632e-06	4.333614064564384
80768250.0	1.024e-05	3.7045721653570514
132356750.0	2.8672e-05	6.043221570776367
203513304.1825095	0.000134656	13.771963985440024
326237926.7605634	0.00036352	23.099006350495014
514178701.9937041	0.000487936	28.475710772687535
811039907.3587385	0.000779264	29.837081480457325
1288356434.8226624	0.001111552	30.20633984403889
2044258230.0089848	0.001709568	35.9230904874424
3236206845.1891446	0.002490368	44.63618423089915
5137064613.565834	0.003464704	41.02335783675544
8077518147.512864	0.004775936	32.5452196864493
12996066863.334875	0.006638592	18.784114766831394
20701022200.859535	0.015844864	10.880937327033804
30407833287.626152	0.014002176	6.991514547362202
44823464672.72158	0.001634816	4.029472439966454
67359375000.0	1.2288e-05	2.735983784496813
