18049000.0	3.584e-06	17.915194943465536
36097976.190476194	1.0752e-05	17.069340664179084
54146000.0	7.68e-06	16.582270469591123
80858420.0	2.56e-05	16.105820481364294
132210655.33980583	5.2736e-05	15.528623423133244
204067674.6506986	0.000256512	15.026304865795506
329120302.124834	0.000771072	14.481187015279165
511572134.8547718	0.000987136	13.98542042921165
809535593.7399161	0.001586688	13.476789655331554
1284818393.3933933	0.002216448	12.972755401361063
2042791296.325377	0.003260416	12.475822665997542
3228069329.743355	0.004468736	11.994280304203924
5113745216.380098	0.006163968	11.518852979360917
8122881115.867758	0.008192512	11.049228027827652
13160840483.673826	0.017593344	10.569518239909403
19555960307.26257	0.02199552	10.18359086290629
28656465919.666912	0.004180992	9.8177209120567
42120000000.0	5.4272e-05	9.455294586640555
